Name;Date;Helpful;Comment;Rating
ggbzh;27/11/2019;N/A;Super appli qui permet de stocker ses sorties mesurer ses performances sa progression qu’on soit débutant ou expert.Utile aussi pour faire des connaissances glaner des idées d’itinéraire à vélo par exemple.Seul bémol : depuis octobre 2019 l’appli ne s’apparie plus avec des capteurs. Donc perte de données comme la fréquence cardiaque la cadence de pédalage etc.Du coup je pense m’acheter un compteur GPS qui facilitera également ma navigation quand je suis en mode découverte de nouveaux itinéraires et Strava sera simplement synchronisé à la fin de la sortie...;4
flo.345.rt;14/09/2019;N/A;Bonjour Il manque sans doute un aperçu de l’activité sur l’écran verrouillé pour ne pas avoir à déverrouiller le téléphone à chaque fois qu’on cherche à connaître le temps écoulé l’allure la distance parcourue...Un affinage des notifications (nouvelles publications d’abonnements sélection des notifications en fonction des athlètes...) serait également bien venu.Merci !;5
Sramof;24/08/2019;N/A;Très bonne application mais un petit bémol serait-il possible de différencié vtt et vélo de route ? Pour la recherche des segments et pour plus de précision dans des données de c’est 2 sport. Merci;5
"Dann5&amp;6";04/07/2019;N/A;Application facile d’utilisation très agréable à la compréhension mais qui prend de l’assurance quant a son prix (plusieurs versions payantes) qui n’engage pas à s’abonner. Manque quelques informations comme la direction du vent et sa force par exemple !;5
Aequalis;01/10/2017;N/A;Je l’utilise pour la course à pied uniquement et pour cet usage je trouve que l’application est pleine de qualités. Ses plus grandes qualités : elle est simple efficace et vise clairement la performance avec  entre autres fonctionnalités un côté ludique au travers son système de segments ce que ne laisse pas présager l’interface somme toute assez sobre voire un peu fade au premier abord. Presqu’un sans faute pour qui tient à progresser.Presque car à mon goût certains défauts subsistent : la surestimation des calories l’absence de fractionné sur l’Apple Watch le prix de l’abonnement.;4
baronyc;20/11/2017;N/A;J’adore Strava mais il manque un truc pour moi. J’espère que vous allez mettre la distance au dixième près parce que là on est à 85km par exemple et il n’affiche pas 850 où 851km;5
MrKakanalda;03/01/2018;N/A;Un ami m'a fait découvrir cette application fin Mai! Depuis je ne l'a lâche plus!Très ludique avec le système de segment pour déjà se comparer à soi même et suivre son évolution et aussi pour se mettre des petits challenge entre amis un régal!De plus 'l'appli comme le site est très utile pour prévoir ses parcours pour ainsi repérer des Côtes méchantes ou même une ballade pépère.La communauté y est très bonne.Que du bon foncez ! (Mais pas trop non plus pensez bien à votre sécurité et celle des autres);5
Phil the killer;19/06/2018;N/A;Je l’utilise souvent pour mes sorties vélo et elle est vraiment très bien. Fiable simple d’utilisation. Par contre je continue à utiliser l’AppleWatch pour enregistrer les paramètres de mes séances de natation car ce n’est pas possible avec Strava. Le rajout de cette fonction serait topissime!;5
rootslibertad;19/07/2018;N/A;J avais pris la version premium pour pouvoir télécharger des itinéraires. Cette fonction a été supprimée c est dommage.;5
martyfly7;19/03/2019;N/A;Ca serait bien de pouvoir faire une recherche de ses activités dans l’appli pour éviter de faire défiler dans son profil ce qui prend beaucoup de temps;4
Koleo.com;22/03/2019;N/A;Strava est un super outil avec sa notion de segment mais l’app IOS et Apple Watch a quelques lacunes :- en langue française lors d’une session de running l’heure courante est masquée par un texte « enregistrement en cours » qui met 3 secondes à s’effacer. Agaçant pour lire l’heure rapidement- pas de possibilité d’enregistrer précisément ses sessions de fractionné (sur l’app Apple Sport un double-tap sur la montre indique un nouveau segment)- pas d’affichage de l’allure instantanée. La notion d’allure moyenne et intermédiaire ne semble pas très claire et peu précise.;4
Cool42***;30/05/2019;N/A;Si je devais demandé quelque chose à Strava serait peut être un live sur un réseau sociaux quand on court montre en directe ou on est afin que les autres puissent nous soutenir avec des j’aime etc.. cela donnerais des applaudissements et cela encourages encore plus. Comme si on avait des supporters virtuels. Mais sinon très bonnes application;5
aazagggh;28/12/2019;N/A;Serait-il possible de catégoriser activités par activités pour éviter de remonter tout le fil d’activités quand on recherche une sortie en particulier ?! Merci 😊;5
drhiobffjlmmbged;27/08/2019;N/A;Il serait bien d actualiser les cartes car certaine rue ou chemins n y sont pas ce qui rend la fonction itinéraire inutilisable par moment .;3
Ilobi;19/12/2017;N/A;J’ai perdu le logo sur mon iPad après une mise à jour .... l’icône est blanche ☹️. Sinon l’application est au top. Je l’utilise en version premium pour le vélo et la course à pied. Il manque la fonction VTT selon moi. Le gros plus de cette application = la possibilité de se mesurer aux segments !!;5
corentin0133;09/05/2018;N/A;Cette application est vraiment devenue indispensable à mon quotidien ! Elle est vraiment motivante.Le seul petit (minuscule) point à améliorer serait d’intégrer dans la version smartphone la possibilité de pouvoir mettre son matériel (basket...) et ne pas être obliger de se connecter sur son ordinateur hormis ça je n’ai vraiment rien à dire. Continuez ainsi 👍;5
cycliste 2017;18/10/2018;N/A;Strava permet de suivre ses copains et surtout de les encourager . D’autres part Strava est un outil intéressant pour suivre ses entraînements et ses segments j’apprécie les informations données sur les temps de récupérations . Bravo Strava continuez à améliorer les fonctionnalités 👍;5
Ricorems;29/10/2018;N/A;Je regrette le fait de ne pas pouvoir modifier l’activité ( course à pied par exemple...) et ne pas avoir beaucoup deChoix dans les activités. De plus il manque beaucoup de sports. Il n’y a meme pas la course à pied sur tapis... les concurrents sont beaucoup  plus complet et on peut quasiment tout faire depuis un telephone. Mettez vous à jour svp!!;5
Llefe;07/11/2018;N/A;Super appli. Un vrai réseau social pour les sportifs. Gestion des clubs sympa aussi!Une remarque : lorsque l’on clique sur une notification (sur l’écran verrouillé) cela ouvre l’activité et si je sors de l’appli la cloche en haut à droite reste encore en rouge comme si je n’avais pas lu la notification... je suis donc obligé de retourner sur l’activité pour effacer la notification sur la cloche.Donc je dois aller voir 2 fois la notification : un peu penible.;4
Alanri;28/02/2019;N/A;Inclure la vitesse en km/h serait le must 👍;5
Nicoco80200;06/03/2019;N/A;Super application réactive conviviale pour moi un seul bémol : les plans d’entraînement sont externes et donc pas corrélé : pas de chrono pas de gps il faut donc faire du calcul mental et utiliser un chrono : ( alors que  strava pourrait tout organiser et compiler comme le faisait mon ancienne appli :Runkeeper...dommage !D’autant plus que les programmes McMillan sont top bien expliqués et ludiques;5
Davidrunman;14/05/2019;N/A;J’ai fait la demande plusieurs fois mais je trouve dommage que l’on ne puisse pas sélectionner le Golf comme activité dans le listing. Je connais pas mal de joueuses et joueurs qui utilisent Strava en course à pied vélo et qui jouent au golf sans pouvoir trouver cette activité quand on synchronise les montres... Pouvez-vous faire remonter cette info ce serait top ! Super appli sinon. Merci;5
cool 67460;06/10/2019;N/A;Exploitable sans s’abonner possibilité de mettre des photos partager voir les parcours des autres pour avoir de nouvelles idées je ne fais plus de velo sans cette appli. Et ne pompe pas trop la batterie en plus...;5
Matham Nathalie;14/07/2019;N/A;Depuis quelque temps lorsque je transfère les données de mon Apple Watch sur l’application smartphone les données cardiaques ne s’affichent plus dans « mes données »;5
"Dav&amp;";06/10/2017;N/A;Utilisateur de la Watch Série 2 j’ai testé depuis la mise à jour à plusieurs reprise le run en toute autonomie avec les commentaires et bien sur mes notification de rythme. Cette mise à jour tant attendu répond enfin avec succès à toute les exigences du runneur :-)Très belle appli... et j’ajoute qu’à ce jour vous êtes les seul à proposer un tel service.MerciPs: idée de développement avoir la possibilité de choisir une voix off féminine;5
Rusckoff;03/11/2017;N/A;Même en solo vous êtes en compétions sur vos segments préférés le top du top il manque une option ( sonore ou vibrations telf ou sur montre connectée )pour donner les tops démarrage et d’arrivée des segments afin de faire le meilleur temps dommage !!!! Réseaux social impeccable rien à dire la communication et le partage d’activités entre  sportifs est réussi.  Il faudrait aussi faire un classement séparé entre les vélos électriques (VAE) et les vélos classique car les classements sont faussés... ( en monté et sur les plats les vélos électriques VAE sont avantagés et imbattables...) pour garder un bon esprit de compétition il faudrait séparer les classements... bravo d’avoir créé une aussi belle application !!! Bravo;4
Elc458;05/09/2018;N/A;Le mode journal sur l’application afin de pouvoir aller dans le passé chercher une activité sans remonter le flux perso pendant 1hAfficher cadence puissance sur les segments dans l’analyse de segmentsAfficher la puissance Afficher le droite gaucheMerci! :);5
maks lazy rider;06/09/2018;N/A;Super appli je l utilise lors de mon activité de coursier à vélo. Seul hic en mode pause auto le compteur démarre lorsque l on fait un pas  ça fait énormément chuter la vitesse moyenne lorsqu on fait les 100 pas en attendant un colis 😁. Le top serait que le compteur reparte à partir de 5 km/h environ. Du coup c est mise en pause manuelle ou vitesse moyenne de grand mère.;4
NicolasVCT;22/10/2018;N/A;Cette application est vraiment top!!! Mais le fait de pouvoir envoyer un message privé à un autre utilisateur serait un gros plus. On pourrait par exemple dans les réglages autoriser les messages privé de n’importe qui ou bien uniquement des personnes que nous suivons ou qui nous suive! Ça serait vraiment une super fonctionnalité qui pourrait être vraiment utile ! Également un détail des nouveautés à chaque mise à jour permettrait de savoir si elle est vraiment utile à faire !;5
jeje055;07/12/2018;N/A;J’ai testé l’app Strava sur l’Apple Watch et à la fin de mes courses 0 Km 0calories. Comment cela se fait-il? Du coup je n’utilise pas Strava pour mes sorties... dommage;5
Kerzelane;29/01/2019;N/A;La modification manuelle de distances (course vélo..) lors d’activités en salle de sports transférée à partir d’une montre n’est toujours pas possible avec la version gratuite lors d’un enregistrement cardio . Cette fonctionnalité est elle disponible dans un mode payant ?;4
Audrey57700;09/01/2020;N/A;Partenaire de jeu idéal pour la pratique de n’importe quel sport... on y voit l’évolution de nos performances on se prête au jeu avec les classements dans les segments créés par d’autres athlètes...on prend place au sein de la communauté on adhère à des clubs ou des défis Je l’utilise depuis 5ans et franchement je ne changerai pas!!!Très bel outil bravo;5
francky85150;03/07/2019;N/A;J’aimerais refaire un parcours que j’ai fait ou que j’ai vu sur Strava et le mettre en itinéraire sur un Bryton cela serait-il possible merci;5
TRISTANGERM;25/08/2019;N/A;Je viens de faire la maj mais lors de ma sortie longue j’ai douze minutes d’écart entre les données de ma montre et strava.;5
bblch;21/02/2018;N/A;Attention il y a un bug lors de l’importation des données dans l’application santé!Une fois la fin d’un parcours elle sont automatiquement importées mais lorsqu’on valide ensuite la fiche résumée du parcours il y a une deuxième importation on se retrouve avec des données en double dans l’application santé. Sinon good job les dev c’est super fluide! Vous utilisez Rx?;5
Alex21turbo;05/07/2018;N/A;Ce qui est sympa quand on a une Apple Watch c est que cette application ne remplace pas Activité elle l’a complète. On garde toujours les anneaux à fermer mais en plus je peux connaître les données gps des parcours vélo que je fais. Je peux donc comparer et voir mon évolution pas seulement avec la vitesse moyenne mais avec toutes les autres données de dénivelés pentes etc. Sympa même pour les sportifs occasionnels comme moi;4
papaszym;24/09/2018;N/A;Application parfaite. Un petit plus serait d afficher par alternance la vitesse moyenne ainsi que la vitesse instantanée;5
marie poi;18/10/2018;N/A;BonjourIl y aurai une grosses améliorations à faire sur des segments créés sur des routes ou chemins qui ne sont pas autorisés aux vtt ou en course à pied du fait notamment de l’existence de propriétés privés / de problème sécurité.  Il serait bien de :- effacer les segments créé sur des chemins non autorisés pour ne pas incités à les pratiquer- ne pas pouvoir créer des segments sur des chemins interdits du fait de leur situation non sécuritaire ou bien car ils sont en propriété privé.Je reste à votre disposition pour  échanger.;4
Or-L974;15/12/2018;N/A;Super application ! Je suis membre summit et je m’en sers depuis mon Apple Watch pour toutes mes sorties course à pieds. L’analyse des données est assez complète surtout sur le site web strava.Seul bémol. Il serait top d’évoluer sur la programmation de séances de fractionné et de pouvoir programmer l’entraînement depuis l’Apple Watch ou transférer de l’ordinateur à l’Apple Watch comme le font les concurrents Garmin Suunto etc.... Et là vous aurez ma 5ème étoile et pas que la mienne je pense ! Merci;4
Hugo_WrKt;06/03/2019;N/A;J’adore cette application mais vous devriez améliorer les bugs sur les segments dans les villes à proximité de chez moi (Ecouen-Ezanville-Domont dans le 95) y a énormément de bugs sur les classements des segments les premiers cours à plus de 30km/h pendant 3 ou 4km c’est impossible !  donc forcément il ont le CR y en a même un il a fait 400m en 7 secondes on peut rien faire ! Corrigez ces bugs et je met 5 étoiles direct ! À part ça rien à dire l’appli est géniale ! En espérant que vous réussirez à changer les bugs des classements des segments je vous remercie.;4
"paulo_climb&amp;ride";27/08/2019;N/A;Que l’on soit à la recherche de performance ou à la recherche de collègues cette appli fait le boulot 👍🏻;5
Louis B09;04/07/2019;N/A;Super appli! C’est un super moyen pour consulter ces activités sportives et constater ses performances et sa progression. Rien à dire la dessus! Suggestion: Il serait bien de pouvoir créer des itinéraires à partir de l’application mobile et également de voir le profil de l’itinéraire ainsi que les segments empruntés par l’itinéraire ce qui est seulement possible sur ordinateur.;5
kakilac;31/07/2019;N/A;Possibilité de rajouter dans la version mobile les kms d’avance ou de retard siouplé;4
X skator;19/10/2019;N/A;L’application est bien adaptée à la Watch.Dommage qu’il ne soit pas possible d’utiliser la fonction « toujours activé » de l’écran de la Series 5 lorsqu’une session est en cours.Ce serait bien plus pratique !;5
Steve.Rogers;19/09/2017;N/A;Design très réussi et clair. Très bonne appli pour suivre ses activités sportives et le côté social est plutôt sympa. En plus sans pub :)Un seul petit bémol le prix un peu élevé pour l'abonnement annuel.;5
Vd1787;03/10/2017;N/A;J’adore cette appli et son interactivité ! Le seul point négatif est le fait que les activités enchaînées ne soient pas regroupées sur 1 seule activité comme sur Garmin par exemple... sinon top!;5
L'Ours bike;30/08/2018;N/A;Strava est un bon outil de partage des activités sportives. C’est un outil de motivation. Il permet de suivre point par point vos performances et de vous améliorer. Je recommence strava à tous;5
Mamotato1980;21/10/2018;N/A;Je trouve cette appli super bien car elle cumule tous les sports.A améliorer: possibilité à tous de pouvoir identifier des abonnés une messagerie privé pour pouvoir s’écrire à plusieurs et possibilité de modifier nos commentaires après publication;4
Albiréo;25/10/2018;N/A;Vraiment bien faite. J’aurais juste quelques bricoles à suggérer :- la possibilité de supprimer a posteriori les points gps aberrants dans les parcours réalisés. Ils ajoutent toujours 2 à 5% de surestimation de la distance parcourue. Ou alors ajouter la possibilité d’appliquer un coefficient sur la distance car en fonction des téléphones la qualité de la mesure diffère et curieusement les téléphones sont beaucoup moins précis que les montres spécialisées.- les statistiques générales sont un peu trop succinctes. Une statistique mensuelle pourrait être le bienvenue A part cela ne changez rien ! 👍;5
LeVerrat67;25/10/2018;N/A;L’application est indispensable pour tout cycliste ou coureur... ce réseau social sportif est même une obligation Par contre l’application n’offre pas toutes les options du site web (par exemple les segments cachés y sont totalement invisibles on ne peut pas créer de matériel)Et le top serait de pouvoir lancer quelques actions depuis Siri par exemple démarrer l’enregistrement et l’arrêter.;4
gerbusy;21/02/2019;N/A;Je suis cycliste et strava est devenu incontournable. Fini le petit calepin tout sur le smartphone.;5
pasoube;14/09/2019;N/A;Appli bien conçue sans doute par un sportif. Bonne ergonomie. Une fois le GPS activé tout est fluide;5
Antoine1396;17/06/2019;N/A;Excellente application. Idée: ajouter un dark mode qui permet de préserver sa batterie et utiliser son téléphone au lieu d’un Garmin :);4
jtalf;15/06/2019;N/A;Véritable réseau social des sportifs;5
nicorsf1;02/02/2018;N/A;Une très bonne application qui me suit sur toutes mes sorties  fiable et assez simple d’utilisation Le seul petit reproche c’est qu’on ne peut pas envoyé un beacon depuis la montre Apple Watch séries 3 gps + cellular c’est dommage qu’on puisse le faire que du téléphone Car le but d’avoir l’application sur la montre c’est justement de pas prendre son tel;4
Merlu71;05/05/2018;N/A;Bonne appli manque juste la possibilité de mettre des petits statuts hors activité pour faire un vrai réseau social;4
Colin Ruby;17/05/2018;N/A;Les données cardiaques ne sont visibles que sur la version pour tablette 😕 et pas sur ordinateur c’est dommage;5
Msi60;25/10/2018;N/A;Ont ne peux plus choisir la chaussures a la fin de la séance...;5
Lucisere;25/01/2019;N/A;Après 6 mois d’utilisation gratuite je suis passé à la premium et franchement je suis déçu rien de bien utile et pleins de manque et d’erreur La première la différence de temps entre le moment où on fait 5km ou 10km et dans le rapport à la fin Ensuite pas de km ou de suivie d’effort sur la carte... (zone rouge zone orange zone verte)pas de possibilité de faire de suivit carte sur l’Apple watch On prépare son parcours et on se trimballe son iPhone alors que l’Apple watch peut le faire Pas de possibilité de préparer ses fractionnés et de régler les intervalles par temps ou distance Le top si on fait un 10km et que le chrono s’arrête à 10km pile pas besoin de galerer pour stopper la montre ou le tel Pas d’alerte de cadence ou de temps Pas de suivi fractionné tout court Pas de vma Pas d’oscillation verticale Pas de natationPleins de lacunes pour 50€ par an!!! Ou pire 7€ par moi je m’attendais à mieux Je repasserai en Free en attendant que la version payante soit à la hauteur On est sur un matériel haut de gamme et je suis sûr qu’avec l’Apple watch on peut faire bien mieux qu’une montre garmin ou autre Aller les gars un petit effort et vous aurez le best;2
John RMATri;20/02/2019;N/A;Très bonne appli. Une amélioration serait de rendre dispo dans l’appli la fonction commentaires sur les événements.;5
stapssport;01/05/2019;N/A;super appli le seul problème que je lui reprocherais c’est en course on a pas les km/h mais les min/km bon certes il suffit de faire un petit calcul et c’est bon... mais n’étant pas habituée à cette méthode je préférerais les km/h;5
Tom3901;06/05/2019;N/A;Franchement au top... ça fait un bout de temps maintenant que je l’utilise et j’en suis pas déçu tout au contraire ! Juste une petite idée comme ça pour les sortie à vélo il sera sympa une option pour que le volume de la musique augmente quand on prend de la vitesse :) plus besoin d’ajuster le volume entre monté et décente ça serait le feu 🔥!;5
Chlr33;30/05/2019;N/A;Permettre de pouvoir faire un focus sur toutes les performances d’un abonné serait un vrai plus ...;5
jeanlucbouilliez;29/08/2019;N/A;Très bonne appli mais il manque un petit détail !!Impossible quand ont veut gardé la carte en visuel pour suivre un tracé de la bloquer dans le sens le la marche !!C’est très gênant en vélo !!Si vous pouviez améliorez cela ça serait super !!;5
Patineur59;17/01/2018;N/A;Appli que j’utilise depuis plusieurs années maintenant....Il ne lui manque plus de rajouter un système de ‘laps’ pour pouvoir y intégrer les entraînements spécifiques.... Et elle sera complète... Bravo pour cette application..... 👍;5
Cappolon;04/03/2018;N/A;Il manque la possibilité de changer la valeur de l'échelle du cardio pour des activités autres que le running ou vélo. En résumer pour changer les kilomètres pour les minutes.;4
KingJu87;21/07/2018;N/A;Juste il faudrait pouvoir associer plusieurs sorties parce que avec la montre on a parfois des problèmes ou on a plusieurs enregistrements sur une même sortie et on voudrait associé;5
Dropize;30/09/2018;N/A;J’utimide strava depuis des années et j’en suis très content mais je ne comprends pas pourquoi on ne peut pas ajouter un exercice de natation grâce à l’appli Apple Watch.C’est très frustrant de devoir ouvrir l’app exercice pour nager alors que strava gère normalement la natation en synchro avec les montres garmins. J’ajouterai une cinquième étoiles lorsque cette fonctionnalité sera implémentée.;5
sylvie caillebotte;06/11/2018;N/A;Je suis très déçue mal grès tout par strava car il ne transfère jamais pareil que sur mon gps garmin 1000 je voulais m abonner du coup je vais certainement l arrêter car c est décevant et penible;5
Bazinga29;10/03/2019;N/A;Au top rien à redire ! Le seul et unique bon réseau social de sport 😁Une maj de l’appli permettant la gestion des programmes d’entraînement est-il possible ?;5
Arcest 74;22/08/2019;N/A;Bonjour J’aimerais savoir pourquoi je n’ai pas eu mes calories dépensés pendant mon effort ? et pour les km parcours aujourd’hui/cette semaine/ ce mois/ cette année sous mon profil restent à 0km ?  Sinon l’appli est super c’est la 1ère fois que je l’utilise et j’ai adoré 😊;5
BTP58;26/08/2019;N/A;Application géniale je ne peux plus m’en séparer !!!En revanche je suggère le rajout des messages (privés et autres) car pour moi la seul chose qu’il manque c’est ça pouvoir parler en privé ou en communauté avec d’autres athlètes histoire de renforcer l’idée un réseau SOCIAL.Voici m’a petit idée sinon rien à dire Strava est géniale;5
cbjf08;10/11/2019;N/A;Bonjour il ne manque plus que le fond de carte IGN !!;3
Quirel67;11/11/2019;N/A;Super appli qui selon moi dépasse largement ses concurrentes en termes d’ergonomie et de fonctionnalités.Un axe d’amélioration serait de pouvoir charger et suivre des traces gpx existantes. Le seul moyen actuel est de tracer soi-même l’itinéraire ce qui est assez laborieux...;5
L'appache;03/04/2018;N/A;Excellente appli notamment pour les segments parfait pour motiver mais pourquoi le chronometrage et la distance parcourue sont-ils si fantaisistes ? Sur une sortie d'1h20 par exemple (chrono montre ou autre) Strava n'indique qu'1h10. Et pour le kilometrage idem il rajoute environ 10% sur la distance réelle.Et ce serait top d'avoir la vitesse en km/ h en plus de l'allure. Allez Strava encore un effort pour le 5 etoiles !;4
sebvtt;06/06/2018;N/A;Serais il possible de créer une nouvelle fonctionnalité permettant de connaître les pseudos des gens croisés durant un entraînement. Histoire de connaître les gens que l'on croise souvent 👍;5
spiderman78;10/10/2018;N/A;Encore un gros craquage soit de Strava soit du gps de la montée . Il l’a considéré que sur le retour j’avais fait la route à vol d’oiseau donc complètement improbable. Sinon Utilisée depuis plusieurs années d’abord sur mon iPhone et maintenant depuis plus deux ans via mon Apple Watch séries 2 j’ai pu constaté plusieurs bugs du genre comme celui d’aujour’dhui. Il y aussi un souci en terme de synchronisation entre l’Apple watch et Strava qui doit venir certainement de l’Apple watch ou alors d’une compatibilité pas assez fiable entre l’appli et le matériel . C’est bien dommage car l’appli est ludique et permet de réaliser pas mal d’activités et d’associer plusieurs appli sportives comme par exemple TomTom Garmin etc.... et de coupler du matériel de FC .Le concept de challenge une fois testé vous ne pourrez plus vous en passer car motivant et fun. Donc s’il vous plaît veuillez faire une MAJ majeure pour corriger ces gros bugs.;4
tristan22560;19/12/2018;N/A;Meilleure application gps pour nos sorties sportif de plus les segment permettent un challenge entre coureurs dommage qu’il est quelques beug et que certaines fonctionnalités sois payante sinon précis simple efficace;5
loulou31250;25/12/2018;N/A;Bonjour Dans l’application Strava serait il possible de mettre l’âge des personnes ?Cela serait intéressant de le savoir Cordialement bonnes fêtes de fin d’année;5
Alan.scott;24/02/2019;N/A;En progression constante malgré quelques régressions surprenantes. Pourquoi avoir supprimé l’option de sélection du vélo à la fin de la sortie ? Cela oblige à enregistrer puis à modifier le vélo utilisé. C’est agaçant. Il faudra aussi intégrer l’option indoor pour pouvoir enregistrer les séances sur smarttrainer;5
sebasti1.60;28/04/2019;N/A;Juste dommage qu il manque quelque fonctionnalité pour les entrainement par rapport au site web;4
xray79;15/05/2019;N/A;Appli très bien en ce qui concerne les randos vélo. Mais pourquoi l’appli ne veut pas comptabiliser mes km lorsque je cours ? Mon gps fonctionne parfaitement bien et est bien activé lors de l’effort. Dommage c’était bien parti !;3
Rital22480;14/12/2019;N/A;Un must manque juste la gestion du matériel qui doit se faire sur le site pour ajouter supprimer des équipements par exemple inclure la gestion des plans et pouvoir signaler les chasseurs de koms qui parfois ne sont pas à pied !;4
